1383,648
1341,672
1326,630
1305,603
1332,684
1308,690
1338,699
1320,714
1314,744
1263,741
1236,690
1209,702
1221,714
1206,723
1197,723
1167,753
1146,621
1572,936
1578,963
1626,954
1638,999
1668,996
1683,999
1707,1029
1728,1017
1728,1056
1695,1053
1695,1077
1659,1119
1665,1137
1605,1110
1755,1152
1728,1179
1575,1080
1620,1041
1623,1011
1566,993
1572,978
1509,1005
1527,978
1497,1002
1470,972
1488,1086
1473,1095
1485,1143
1479,1173
1569,1179
1614,1194
1458,1155
1419,1131
1395,1095
1452,1062
1419,1035
1338,1002
1341,981
1356,966
1389,972
1317,957
1338,936
1305,927
1287,933
1350,897
1389,900
1404,894
1368,813
1338,864
1323,852
1311,828
1299,840
1284,849
1290,861
1305,867
1296,888
1275,894
1275,873
1269,867
1251,870
1230,855
1188,846
1188,834
1242,810
1275,798
1326,1140
1371,1179
1335,1176
1293,1173
1263,1167
1245,1149
1281,1107
1266,1086
1185,1077
1173,1068
1161,1092
1125,1095
1137,1083
1122,1083
1113,1092
1092,1101
1134,1035
1146,1032
1146,1050
1137,1059
1212,1008
1233,984
1149,975
1140,888
1134,903
1128,873
1113,870
1146,738
1125,759
1125,735
1131,699
1113,687
1146,666
1110,660
1116,627
1083,639
1065,693
1059,699
1023,636
1008,654
1008,699
996,690
987,702
996,711
1074,792
1074,840
1062,816
1056,804
1035,786
1014,786
960,768
918,792
939,810
978,825
1002,837
1035,891
1074,921
1101,930
1065,924
1098,948
1107,969
1089,1044
1041,1092
975,1122
933,1110
945,1050
933,1026
918,1020
960,1002
1008,966
954,918
930,930
921,954
939,870
939,840
891,966
870,948
864,930
834,915
810,903
837,987
849,1098
867,1149
882,1170
789,1107
777,981
762,981
735,996
699,972
735,942
867,795
879,768
888,732
834,765
822,720
840,726
855,696
852,660
822,669
789,654
801,684
756,669
741,672
726,672
735,693
741,717
645,630
654,651
576,639
567,624
573,657
576,672
672,693
639,708
663,723
639,720
618,729
699,741
747,774
771,783
639,771
723,828
711,861
687,849
678,873
657,852
630,843
597,837
573,852
615,870
555,858
606,909
624,945
645,963
585,954
573,972
570,795
576,774
576,741
621,993
609,1017
621,1038
669,1050
636,1056
639,1080
642,1098
651,1107
699,1122
720,1110
723,1107
711,1143
729,1056
675,1158
672,1167
666,1191
819,1182
600,1188
540,1176
510,1176
543,1101
561,1095
471,1149
492,1128
450,1119
477,1095
483,1062
486,1044
510,1026
522,1002
525,987
504,927
486,921
441,933
444,948
447,963
432,1026
411,1035
396,987
387,1002
357,1005
360,1008
315,1017
327,1032
342,1044
333,969
354,954
453,873
423,855
390,846
459,807
489,798
480,762
534,738
540,753
495,708
474,696
495,678
510,663
528,672
546,648
477,636
459,675
441,690
456,705
432,657
390,642
